customer_id,gender,age,tenure_months,contract_type,state,signup_date
10477,Female,50,38,Month-to-month,West Bengal,2022-01-13
10478,Male,55,20,Month-to-month,Karnataka,2019-04-19
10479,Female,58,28,Month-to-month,Karnataka,2021-03-11
10480,Female,25,46,One year,Delhi,2021-06-28
10481,Female,28,32,One year,West Bengal,2018-10-21
10482,Male,39,28,One year,Maharashtra,2019-09-02
10483,Female,68,31,Month-to-month,Tamil Nadu,2018-05-16
10484,Male,41,25,One year,Delhi,2019-04-29
10485,Female,58,28,Month-to-month,Gujarat,2022-12-18
10486,Male,34,28,Two year,West Bengal,2021-08-28
10487,Female,29,34,Month-to-month,Tamil Nadu,2020-03-24
10488,Male,74,33,Month-to-month,Maharashtra,2019-07-09
10489,Male,63,25,Month-to-month,Maharashtra,2022-07-14
10490,Female,49,30,One year,Karnataka,2022-10-22
10491,Male,32,35,Month-to-month,Delhi,2018-02-15
10492,Male,33,31,Two year,Gujarat,2021-06-13
10493,Female,71,35,Month-to-month,Tamil Nadu,2020-12-07
10494,Male,39,35,Month-to-month,Maharashtra,2018-07-17
10495,Male,45,35,Month-to-month,Tamil Nadu,2018-03-25
10496,Male,37,23,Month-to-month,Gujarat,2019-06-27
10497,Female,50,32,Month-to-month,Tamil Nadu,2021-03-30
10498,Male,27,24,Month-to-month,Delhi,2021-12-22
10499,Female,57,38,One year,Karnataka,2018-03-12
10500,Male,49,39,Month-to-month,Tamil Nadu,2019-06-04
10501,Male,67,32,Two year,West Bengal,2023-06-16
10502,Male,50,38,Month-to-month,Karnataka,2020-06-16
10503,Female,19,32,One year,Gujarat,2020-07-01
10504,Male,50,30,Month-to-month,Karnataka,2020-12-11
10505,Male,50,26,Month-to-month,Tamil Nadu,2020-12-04
10506,Female,58,27,Month-to-month,Tamil Nadu,2018-10-20
10507,Male,30,25,Month-to-month,West Bengal,2020-07-26
10508,Female,47,39,Two year,Maharashtra,2020-03-22
10509,Female,50,24,Month-to-month,West Bengal,2022-01-28
10510,Male,30,33,Month-to-month,Tamil Nadu,2023-03-24
10511,Female,69,36,Two year,Karnataka,2022-04-23
10512,Male,43,35,Month-to-month,West Bengal,2020-05-16
10513,Female,39,33,One year,West Bengal,2019-01-15
10514,Female,56,41,Month-to-month,Maharashtra,2020-10-03
10515,Male,19,27,One year,Tamil Nadu,2022-11-02
10516,Female,55,24,Month-to-month,Tamil Nadu,2022-02-10
10517,Female,56,25,Month-to-month,Gujarat,2018-09-19
10518,Female,43,26,Month-to-month,Maharashtra,2019-08-03
10519,Female,63,34,Two year,Gujarat,2021-04-17
10520,Female,67,21,Month-to-month,Gujarat,2018-12-23
10521,Male,32,28,Month-to-month,Gujarat,2021-12-13
10522,Female,51,25,One year,Delhi,2019-11-29
10523,Male,59,27,Two year,Gujarat,2023-05-31
10524,Female,72,38,One year,West Bengal,2021-05-09
10525,Male,61,26,Two year,Karnataka,2023-04-10
10526,Male,66,20,Month-to-month,West Bengal,2020-11-02
10527,Female,57,34,Month-to-month,West Bengal,2019-03-19
10528,Female,28,25,One year,Tamil Nadu,2019-12-27
10529,Female,20,28,One year,Delhi,2022-10-22
10530,Male,23,35,Month-to-month,Gujarat,2018-10-13
10531,Female,26,27,Month-to-month,Tamil Nadu,2022-11-15
10532,Male,23,25,One year,Maharashtra,2023-03-07
10533,Male,26,35,Month-to-month,Maharashtra,2021-07-05
10534,Male,56,34,Month-to-month,Tamil Nadu,2019-07-24
10535,Female,48,36,Month-to-month,Karnataka,2022-04-21
10536,Female,49,31,Month-to-month,Tamil Nadu,2020-04-19
10537,Male,58,37,One year,Tamil Nadu,2023-05-19
10538,Male,67,34,Month-to-month,Delhi,2022-02-22
10539,Female,29,33,One year,Maharashtra,2019-05-13
10540,Male,25,25,Month-to-month,Maharashtra,2023-04-13
10541,Female,25,27,Month-to-month,Gujarat,2023-04-02
10542,Male,67,35,One year,West Bengal,2019-12-06
10543,Female,45,31,Month-to-month,Tamil Nadu,2021-09-18
10544,Male,37,29,Month-to-month,Tamil Nadu,2019-07-16
10545,Female,64,33,Month-to-month,Karnataka,2023-06-22
10546,Male,24,41,Month-to-month,Maharashtra,2018-02-01
10547,Female,28,30,Month-to-month,Karnataka,2022-06-22
10548,Female,37,33,One year,Delhi,2018-02-12
10549,Male,33,26,One year,Gujarat,2023-04-01
10550,Male,21,32,One year,Karnataka,2021-10-06
10551,Female,23,24,Month-to-month,Maharashtra,2021-09-19
10552,Male,39,29,Month-to-month,Delhi,2023-01-20
10553,Female,43,36,Month-to-month,Tamil Nadu,2019-07-13
10554,Male,20,32,Month-to-month,Delhi,2018-09-27
10555,Female,58,36,Month-to-month,West Bengal,2023-05-22
10556,Female,59,44,Month-to-month,Karnataka,2023-01-21
10557,Female,31,30,Two year,Maharashtra,2021-12-07
10558,Female,28,23,Month-to-month,Karnataka,2020-07-31
10559,Female,35,31,Month-to-month,Tamil Nadu,2022-05-18
10560,Female,71,28,One year,Tamil Nadu,2020-11-08
10561,Male,29,21,Month-to-month,Maharashtra,2021-10-02
10562,Male,40,33,One year,West Bengal,2023-04-13
10563,Male,29,24,One year,Gujarat,2022-06-25
10564,Female,30,26,Two year,Delhi,2018-02-06
10565,Female,42,38,Month-to-month,Delhi,2022-07-01
10566,Female,62,36,One year,Tamil Nadu,2018-04-02
10567,Female,68,27,Month-to-month,Karnataka,2023-01-18
10568,Male,36,21,One year,Karnataka,2018-07-04
10569,Male,72,20,Month-to-month,West Bengal,2019-12-29
10570,Female,63,25,Month-to-month,Gujarat,2020-11-17
10571,Male,53,26,Month-to-month,Karnataka,2022-04-21
10572,Male,62,24,Month-to-month,Delhi,2019-01-07
10573,Female,25,26,One year,Karnataka,2020-04-11
10574,Male,46,27,One year,Gujarat,2022-04-03
10575,Female,72,25,One year,Delhi,2018-12-11
10576,Male,70,26,Month-to-month,Karnataka,2021-12-13
10577,Female,72,33,One year,Delhi,2021-05-04
10578,Female,49,25,Month-to-month,Tamil Nadu,2018-03-19
10579,Female,68,23,Two year,Tamil Nadu,2018-06-16
10580,Female,61,37,Two year,West Bengal,2021-01-18
10581,Male,35,21,Month-to-month,Tamil Nadu,2018-09-21
10582,Female,23,27,One year,Karnataka,2022-02-04
10583,Female,35,35,Month-to-month,Gujarat,2021-05-16
10584,Female,36,31,Month-to-month,Delhi,2019-12-25
10585,Male,39,23,Month-to-month,Maharashtra,2021-07-18
10586,Female,54,26,Month-to-month,Tamil Nadu,2021-07-10
10587,Male,49,21,One year,Tamil Nadu,2022-03-10
10588,Female,73,27,Month-to-month,Maharashtra,2022-12-14
10589,Male,58,19,Month-to-month,Maharashtra,2019-05-27
10590,Male,20,29,Month-to-month,Karnataka,2023-02-21
10591,Female,45,31,One year,Delhi,2022-10-16
10592,Male,27,27,Two year,Tamil Nadu,2023-03-25
10593,Female,68,38,One year,Gujarat,2019-07-30
10594,Female,52,24,One year,Karnataka,2022-03-28
10595,Female,46,34,Month-to-month,Karnataka,2019-12-23
10596,Male,71,30,Month-to-month,Gujarat,2021-08-28
10597,Male,32,28,Month-to-month,Gujarat,2021-04-12
10598,Female,50,28,Month-to-month,West Bengal,2019-03-07
10599,Female,24,29,One year,Gujarat,2020-02-07
10600,Male,29,23,Month-to-month,Maharashtra,2019-04-08
10601,Female,66,42,One year,Tamil Nadu,2018-04-11
10602,Female,47,31,Month-to-month,West Bengal,2020-11-05
10603,Female,38,30,Month-to-month,Maharashtra,2022-09-29
10604,Male,48,25,Month-to-month,West Bengal,2021-07-05
10605,Male,41,28,One year,Tamil Nadu,2023-04-04
10606,Male,37,23,One year,West Bengal,2018-09-01
10607,Female,54,24,Two year,Maharashtra,2021-10-03
10608,Female,21,25,Month-to-month,Delhi,2021-06-26
10609,Female,45,36,Two year,Tamil Nadu,2018-04-15
10610,Male,61,31,Month-to-month,Karnataka,2019-11-25
10611,Female,37,28,Month-to-month,Tamil Nadu,2022-08-18
10612,Female,41,28,Two year,Tamil Nadu,2021-08-03
10613,Female,67,31,Month-to-month,Tamil Nadu,2021-04-07
10614,Female,66,35,One year,Delhi,2021-12-14
10615,Male,68,33,Month-to-month,Maharashtra,2020-12-06
10616,Male,49,25,Month-to-month,Karnataka,2020-12-02
10617,Female,58,26,Two year,Maharashtra,2021-09-06
10618,Male,53,35,Month-to-month,West Bengal,2020-03-28
10619,Male,70,34,One year,West Bengal,2018-08-09
10620,Female,51,29,Month-to-month,West Bengal,2022-03-17
10621,Female,53,21,One year,Maharashtra,2022-10-02
10622,Male,19,39,Month-to-month,Gujarat,2022-01-04
10623,Female,32,26,Month-to-month,Delhi,2018-05-24
10624,Male,51,29,Month-to-month,Gujarat,2020-06-08
10625,Female,53,34,Month-to-month,West Bengal,2020-11-17
10626,Male,23,30,Two year,Delhi,2023-02-21
10627,Female,56,35,Month-to-month,Maharashtra,2023-02-17
10628,Male,59,36,Month-to-month,West Bengal,2020-02-29
10629,Male,68,27,Month-to-month,Maharashtra,2019-07-07
10630,Male,68,30,Month-to-month,Delhi,2020-04-23
10631,Female,71,18,One year,Maharashtra,2019-10-21
10632,Male,29,31,Two year,Maharashtra,2023-02-24
10633,Male,20,36,Month-to-month,Karnataka,2022-09-10
10634,Female,62,25,Two year,Gujarat,2023-01-25
10635,Female,35,34,Month-to-month,Gujarat,2020-04-16
10636,Male,57,32,Month-to-month,Gujarat,2020-10-15
10637,Male,38,24,One year,Tamil Nadu,2023-05-08
10638,Female,32,35,Month-to-month,Karnataka,2021-04-05
10639,Female,50,34,One year,West Bengal,2022-07-17
10640,Female,52,35,Two year,West Bengal,2022-05-29
10641,Female,43,33,Month-to-month,West Bengal,2020-01-21
10642,Female,25,40,Two year,Gujarat,2018-09-06
10643,Male,53,19,One year,Gujarat,2020-02-14
10644,Female,65,36,Month-to-month,Karnataka,2020-02-03
10645,Male,47,35,One year,Maharashtra,2021-10-12
10646,Male,40,27,Month-to-month,Gujarat,2021-02-08
10647,Male,59,40,Two year,West Bengal,2019-11-23
10648,Female,61,32,One year,Maharashtra,2022-09-20
10649,Male,31,27,Month-to-month,Gujarat,2020-03-30
10650,Male,31,34,Month-to-month,Delhi,2019-12-20
10651,Female,19,33,One year,Tamil Nadu,2018-08-22
10652,Male,72,27,Month-to-month,Gujarat,2018-01-24
10653,Male,54,29,Month-to-month,Delhi,2020-11-15
10654,Female,22,27,Month-to-month,Karnataka,2021-11-05
10655,Male,55,41,Month-to-month,Delhi,2022-10-20
10656,Male,62,28,Month-to-month,Karnataka,2020-10-02
10657,Male,58,19,Month-to-month,Gujarat,2021-10-01
10658,Female,71,24,Month-to-month,Karnataka,2021-11-02
10659,Female,64,29,One year,Delhi,2019-06-06
10660,Female,31,26,Month-to-month,Tamil Nadu,2018-01-17
10661,Male,73,33,Month-to-month,Maharashtra,2018-09-02
10662,Male,56,34,Month-to-month,Maharashtra,2019-12-19
10663,Female,42,34,Month-to-month,Tamil Nadu,2020-02-09
10664,Male,37,33,Month-to-month,West Bengal,2022-07-06
10665,Male,19,28,Month-to-month,Maharashtra,2019-12-18
10666,Female,56,27,Month-to-month,Gujarat,2022-04-12
10667,Female,23,26,One year,West Bengal,2023-06-16
10668,Male,34,24,One year,Gujarat,2022-05-26
10669,Male,42,29,One year,Delhi,2022-09-08
10670,Male,74,22,One year,Delhi,2021-05-10
10671,Female,45,30,One year,West Bengal,2021-06-25
10672,Female,19,30,Month-to-month,West Bengal,2018-04-28
10673,Female,52,31,One year,West Bengal,2018-01-09
10674,Female,54,24,Month-to-month,West Bengal,2019-08-21
10675,Male,22,31,One year,Karnataka,2018-01-23
10676,Female,18,27,One year,West Bengal,2023-06-14
10677,Female,57,36,Month-to-month,West Bengal,2018-08-28
10678,Female,29,28,Month-to-month,Delhi,2022-05-28
10679,Female,73,35,Month-to-month,Gujarat,2018-01-27
10680,Female,53,31,One year,Delhi,2020-09-10
10681,Male,62,25,One year,Maharashtra,2023-02-28
10682,Male,40,31,Two year,Karnataka,2021-01-09
10683,Female,64,30,Month-to-month,Karnataka,2022-06-08
10684,Male,48,24,One year,Gujarat,2018-07-18
10685,Female,28,29,Month-to-month,West Bengal,2022-04-28
10686,Female,27,18,Two year,Delhi,2020-02-14
10687,Male,20,33,Month-to-month,Maharashtra,2018-04-02
10688,Male,71,25,Month-to-month,Delhi,2020-04-30
10689,Female,31,26,Month-to-month,West Bengal,2023-06-06
10690,Female,33,28,One year,West Bengal,2021-01-12
10691,Female,27,36,Two year,Tamil Nadu,2018-10-27
10692,Male,46,27,Month-to-month,Delhi,2023-05-13
10693,Female,27,35,Month-to-month,Gujarat,2018-10-23
10694,Female,29,25,Two year,Delhi,2019-10-09
10695,Female,47,29,Month-to-month,Karnataka,2022-01-17
10696,Male,58,36,One year,Maharashtra,2021-07-28
10697,Female,18,28,Month-to-month,Gujarat,2020-09-27
10698,Female,22,36,Month-to-month,Tamil Nadu,2020-12-18
10699,Male,37,29,One year,Maharashtra,2020-06-27
10700,Female,25,40,One year,Maharashtra,2020-05-20
10701,Female,60,40,Month-to-month,Karnataka,2021-09-27
10702,Male,29,30,Month-to-month,Karnataka,2020-01-23
10703,Female,18,30,One year,Karnataka,2022-01-28
10704,Male,74,24,Month-to-month,Gujarat,2023-03-19
10705,Male,71,34,Two year,Delhi,2018-12-08
10706,Female,37,29,Month-to-month,Maharashtra,2022-06-22
10707,Female,45,33,Month-to-month,Delhi,2018-03-03
10708,Female,74,28,Two year,Delhi,2020-02-15
10709,Female,60,28,One year,Karnataka,2019-09-17
10710,Male,54,36,Month-to-month,Delhi,2021-12-23
10711,Female,64,28,One year,Maharashtra,2022-08-09
10712,Male,54,22,Month-to-month,Maharashtra,2022-10-18
10713,Female,29,29,Month-to-month,West Bengal,2018-09-13
10714,Female,54,33,Two year,Tamil Nadu,2020-04-07
10715,Female,66,28,One year,Gujarat,2020-10-10
10716,Male,66,24,One year,Delhi,2023-01-26
10717,Female,73,24,Month-to-month,Gujarat,2023-03-13
10718,Female,61,31,Month-to-month,Gujarat,2022-11-29
10719,Female,73,30,Month-to-month,Gujarat,2022-09-26
10720,Female,45,43,Month-to-month,West Bengal,2021-10-02
10721,Male,64,39,One year,Gujarat,2022-03-30
10722,Female,32,32,Month-to-month,West Bengal,2021-08-20
10723,Male,23,34,One year,Maharashtra,2019-09-07
10724,Male,61,33,Month-to-month,Delhi,2018-09-02
10725,Male,37,31,Month-to-month,West Bengal,2020-01-27
10726,Male,67,29,Month-to-month,Tamil Nadu,2020-04-03
10727,Male,31,39,Month-to-month,Gujarat,2020-02-19
10728,Male,19,36,Month-to-month,Tamil Nadu,2022-10-26
10729,Female,26,30,Two year,Maharashtra,2020-01-02
10730,Male,54,31,Month-to-month,Maharashtra,2023-01-21
10731,Male,37,16,Two year,Karnataka,2021-12-06
10732,Male,43,45,Month-to-month,Gujarat,2020-05-27
10733,Female,46,34,Two year,Karnataka,2021-05-25
10734,Female,18,33,Month-to-month,Tamil Nadu,2019-05-31
10735,Male,72,42,Two year,Delhi,2019-04-19
10736,Female,52,35,Month-to-month,Karnataka,2018-02-05
10737,Male,23,32,One year,Maharashtra,2021-04-16
10738,Male,54,33,Two year,Gujarat,2021-11-11
10739,Female,70,41,Month-to-month,Tamil Nadu,2022-11-28
10740,Male,22,32,Month-to-month,West Bengal,2020-11-06
10741,Female,50,27,Month-to-month,Maharashtra,2022-10-01
10742,Female,66,29,Two year,West Bengal,2020-04-09
10743,Male,68,24,Month-to-month,Delhi,2020-12-07
10744,Male,31,21,Month-to-month,Gujarat,2020-12-21
10745,Female,29,22,Month-to-month,Delhi,2020-12-28
10746,Male,59,33,Month-to-month,Delhi,2022-08-10
10747,Male,37,24,One year,Gujarat,2023-03-10
10748,Male,70,49,Month-to-month,Gujarat,2019-01-01
10749,Female,67,40,One year,West Bengal,2021-03-31
10750,Female,41,18,Two year,Delhi,2022-10-29
10751,Male,60,31,Month-to-month,Tamil Nadu,2020-08-02
10752,Female,51,27,One year,West Bengal,2020-09-02
10753,Female,42,31,Month-to-month,Gujarat,2022-02-20
10754,Female,67,26,One year,Maharashtra,2019-03-07
10755,Female,46,26,Month-to-month,West Bengal,2020-05-08
10756,Female,74,28,One year,Karnataka,2022-02-21
10757,Male,56,18,Month-to-month,Tamil Nadu,2018-08-18
10758,Male,48,25,Month-to-month,West Bengal,2019-01-05
10759,Male,73,21,Month-to-month,Gujarat,2018-06-27
10760,Female,64,27,Month-to-month,Gujarat,2023-02-24
10761,Female,60,21,One year,Tamil Nadu,2021-12-04
10762,Male,67,34,Month-to-month,Karnataka,2019-07-22
10763,Female,40,30,One year,West Bengal,2022-06-02
10764,Male,61,27,Month-to-month,West Bengal,2021-07-17
10765,Male,55,30,One year,Delhi,2021-05-14
10766,Male,37,31,Month-to-month,Maharashtra,2020-03-03
10767,Female,40,34,Month-to-month,Gujarat,2022-10-30
10768,Female,62,23,Month-to-month,West Bengal,2020-06-18
10769,Male,69,28,One year,West Bengal,2022-11-10
10770,Male,33,33,Month-to-month,West Bengal,2020-09-01
10771,Male,67,33,Two year,Karnataka,2022-12-29
10772,Male,59,32,Two year,Maharashtra,2018-03-23
10773,Female,72,27,Month-to-month,West Bengal,2020-04-25
10774,Female,25,28,One year,Tamil Nadu,2020-02-01
10775,Male,67,33,Month-to-month,Gujarat,2021-05-01
10776,Male,38,33,Month-to-month,Delhi,2019-09-10
10777,Female,18,28,One year,Tamil Nadu,2021-04-27
10778,Female,72,34,One year,Gujarat,2021-07-23
10779,Male,25,33,One year,Karnataka,2021-01-02
10780,Male,46,33,Month-to-month,Maharashtra,2020-10-30
10781,Male,49,37,Month-to-month,Maharashtra,2022-07-17
10782,Female,55,29,Month-to-month,Gujarat,2018-08-04
10783,Female,22,28,One year,Tamil Nadu,2018-10-17
10784,Female,64,27,Month-to-month,Delhi,2019-03-21
10785,Male,39,37,One year,Karnataka,2020-07-11
10786,Male,64,40,Month-to-month,Gujarat,2019-07-06
10787,Female,51,36,Month-to-month,Karnataka,2018-07-12
10788,Female,18,35,Month-to-month,Maharashtra,2022-07-21
10789,Male,72,36,Month-to-month,West Bengal,2018-10-16
10790,Female,72,26,Month-to-month,West Bengal,2023-06-11
10791,Female,43,35,One year,Delhi,2019-08-06
10792,Male,60,37,Two year,Karnataka,2022-07-31
10793,Female,27,33,Month-to-month,Gujarat,2021-03-13
10794,Male,47,27,Month-to-month,Delhi,2021-11-13
10795,Male,67,31,Month-to-month,Tamil Nadu,2023-03-05
10796,Male,35,33,Two year,West Bengal,2023-03-31
10797,Male,34,29,Month-to-month,Gujarat,2021-12-01
10798,Male,43,35,Two year,Karnataka,2023-01-09
10799,Male,25,33,Month-to-month,Delhi,2021-10-25
10800,Male,64,32,Month-to-month,Gujarat,2020-05-06
10801,Female,57,25,Two year,Delhi,2022-01-04
10802,Male,66,23,Month-to-month,Delhi,2023-05-25
10803,Male,29,37,Month-to-month,Delhi,2020-02-20
10804,Female,44,34,Month-to-month,Karnataka,2020-06-14
10805,Female,25,30,Month-to-month,Gujarat,2020-07-08
10806,Female,42,27,Month-to-month,Maharashtra,2022-08-02
10807,Male,63,26,One year,Maharashtra,2019-07-18
10808,Female,21,32,One year,Karnataka,2022-04-02
10809,Male,50,31,Month-to-month,Karnataka,2022-08-28
10810,Male,18,26,Two year,West Bengal,2018-01-13
10811,Male,36,45,Month-to-month,Delhi,2022-09-22
10812,Male,48,38,Month-to-month,Gujarat,2020-09-13
10813,Female,33,31,Month-to-month,Gujarat,2018-12-06
10814,Female,31,20,Month-to-month,Tamil Nadu,2020-05-14
10815,Male,70,32,Month-to-month,Tamil Nadu,2023-03-13
10816,Male,65,39,Two year,Maharashtra,2023-03-03
10817,Male,22,23,Month-to-month,Tamil Nadu,2022-12-05
10818,Female,58,26,Month-to-month,Tamil Nadu,2018-11-08
10819,Male,43,35,Month-to-month,Maharashtra,2020-01-03
10820,Male,45,26,One year,West Bengal,2021-02-01
10821,Female,19,26,Two year,Maharashtra,2018-12-05
10822,Female,67,33,Month-to-month,Tamil Nadu,2021-05-06
10823,Male,23,31,Month-to-month,Gujarat,2018-10-27
10824,Female,26,34,Month-to-month,Tamil Nadu,2022-01-07
10825,Female,50,33,Month-to-month,Delhi,2018-12-25
10826,Male,58,27,Month-to-month,Delhi,2021-10-23
10827,Female,42,39,Month-to-month,Delhi,2018-06-18
10828,Male,65,22,Month-to-month,West Bengal,2021-03-18
10829,Female,30,34,Month-to-month,Karnataka,2020-01-31
10830,Male,26,22,Month-to-month,Delhi,2020-02-07
10831,Male,70,34,Two year,Gujarat,2020-09-08
10832,Male,30,26,Two year,West Bengal,2018-02-11
10833,Female,48,31,Month-to-month,Karnataka,2018-07-21
10834,Male,58,43,Month-to-month,Karnataka,2020-08-27
10835,Female,28,30,Month-to-month,Delhi,2021-06-21
10836,Male,21,31,Month-to-month,Tamil Nadu,2022-08-20
10837,Male,51,32,One year,Maharashtra,2019-04-09
10838,Female,55,25,Month-to-month,Tamil Nadu,2019-03-25
10839,Male,63,27,Two year,Tamil Nadu,2020-07-01
10840,Male,21,29,Two year,Karnataka,2020-03-08
10841,Female,55,31,Month-to-month,Karnataka,2020-03-04
10842,Male,36,27,Month-to-month,West Bengal,2019-03-13
10843,Male,23,28,Month-to-month,West Bengal,2023-04-01
10844,Male,51,33,Month-to-month,Karnataka,2022-11-09
10845,Male,35,23,Month-to-month,Gujarat,2019-06-15
10846,Female,30,23,Month-to-month,Gujarat,2019-07-19
10847,Female,58,33,Two year,Maharashtra,2022-06-09
10848,Male,40,30,Month-to-month,Karnataka,2021-07-20
10849,Female,36,32,Month-to-month,Delhi,2021-12-24
10850,Male,62,29,One year,West Bengal,2020-05-21
10851,Female,28,37,One year,Karnataka,2018-08-01
10852,Male,18,22,Month-to-month,Gujarat,2020-08-06
10853,Male,41,31,Two year,Karnataka,2023-03-12
10854,Male,71,21,Month-to-month,Gujarat,2021-02-01
10855,Male,24,22,Month-to-month,Karnataka,2018-07-11
10856,Male,42,31,Month-to-month,Delhi,2023-05-19
10857,Male,38,32,Month-to-month,Maharashtra,2022-09-09
10858,Female,32,33,One year,Delhi,2022-08-10
10859,Male,18,27,One year,Gujarat,2021-11-04
10860,Female,29,38,One year,West Bengal,2023-06-14
10861,Male,24,31,Month-to-month,West Bengal,2021-01-09
10862,Female,32,28,Month-to-month,Tamil Nadu,2019-12-06
10863,Female,38,29,Month-to-month,Delhi,2019-07-03
10864,Female,36,33,Month-to-month,Karnataka,2021-11-01
10865,Male,46,28,One year,Maharashtra,2023-02-05
10866,Male,42,19,One year,Karnataka,2018-06-03
10867,Female,50,33,Month-to-month,Karnataka,2022-07-24
10868,Male,66,33,Month-to-month,Delhi,2019-07-25
10869,Female,49,34,Month-to-month,Maharashtra,2022-10-26
10870,Male,66,29,Month-to-month,Tamil Nadu,2022-11-20
10871,Female,52,26,Month-to-month,Karnataka,2018-08-28
10872,Female,61,28,Month-to-month,Maharashtra,2019-01-09
10873,Male,55,27,Month-to-month,Tamil Nadu,2023-04-09
10874,Female,43,24,Month-to-month,Karnataka,2020-03-15
10875,Male,28,28,Month-to-month,Maharashtra,2020-03-09
10876,Female,52,29,Month-to-month,Delhi,2021-05-12
10877,Female,25,33,One year,West Bengal,2019-09-03
10878,Male,63,32,Month-to-month,West Bengal,2021-10-05
10879,Male,31,23,Two year,Karnataka,2019-11-19
10880,Male,27,32,Month-to-month,Karnataka,2020-02-13
10881,Female,19,28,Month-to-month,Maharashtra,2022-12-12
10882,Male,63,23,Month-to-month,West Bengal,2018-05-23
10883,Female,26,24,Month-to-month,Karnataka,2021-04-27
10884,Female,20,25,One year,Tamil Nadu,2018-09-29
10885,Male,38,31,Month-to-month,Karnataka,2022-04-05
10886,Male,43,37,Two year,West Bengal,2023-02-12
10887,Female,25,27,Two year,Gujarat,2021-08-16
10888,Female,65,31,Month-to-month,West Bengal,2019-03-02
10889,Male,19,31,Month-to-month,Tamil Nadu,2018-02-15
10890,Male,23,28,One year,Maharashtra,2018-04-05
10891,Male,45,23,Month-to-month,Tamil Nadu,2023-05-08
10892,Male,70,29,One year,Gujarat,2018-03-05
10893,Male,46,21,Month-to-month,Gujarat,2019-02-17
10894,Female,43,34,Month-to-month,Karnataka,2022-07-25
10895,Female,42,36,Month-to-month,Karnataka,2020-10-29
10896,Female,29,30,Month-to-month,West Bengal,2019-04-04
10897,Female,22,23,Two year,Delhi,2022-10-05
10898,Male,51,47,Month-to-month,Tamil Nadu,2021-12-03
10899,Male,65,34,One year,West Bengal,2019-04-15
10900,Male,54,28,Month-to-month,Delhi,2020-03-20
10901,Female,32,31,Month-to-month,West Bengal,2019-05-21
10902,Female,61,33,Month-to-month,Gujarat,2022-09-06
10903,Male,53,21,Month-to-month,Karnataka,2021-01-01
10904,Male,32,26,Month-to-month,Karnataka,2018-03-25
10905,Female,60,29,Month-to-month,West Bengal,2018-02-28
10906,Female,65,28,One year,Karnataka,2020-11-10
10907,Male,40,28,Month-to-month,Maharashtra,2022-01-21
10908,Male,23,29,Month-to-month,West Bengal,2020-07-06
10909,Female,63,31,One year,Gujarat,2018-06-06
10910,Male,67,35,One year,West Bengal,2023-01-29
10911,Male,61,36,Month-to-month,West Bengal,2021-09-14
10912,Male,60,35,Month-to-month,Karnataka,2022-05-16
10913,Female,62,29,Two year,Gujarat,2019-07-30
10914,Female,38,31,Month-to-month,West Bengal,2020-04-16
10915,Female,40,25,Month-to-month,Karnataka,2019-11-11
10916,Female,60,31,Month-to-month,Tamil Nadu,2018-07-22
10917,Female,72,19,One year,Gujarat,2022-07-23
10918,Female,33,35,Month-to-month,Delhi,2022-11-16
10919,Female,64,25,Two year,Maharashtra,2021-02-03
10920,Male,70,20,Month-to-month,Delhi,2023-01-31
10921,Male,32,24,One year,Gujarat,2021-02-19
10922,Male,42,25,Month-to-month,West Bengal,2018-11-14
10923,Male,53,18,Month-to-month,Karnataka,2021-04-20
10924,Male,28,30,Two year,Gujarat,2022-06-27
10925,Male,68,28,Month-to-month,Maharashtra,2021-09-01
10926,Male,32,23,Month-to-month,Gujarat,2023-01-12
10927,Female,21,19,Month-to-month,Karnataka,2022-12-02
10928,Female,38,31,Month-to-month,Delhi,2022-07-07
10929,Male,30,37,Month-to-month,Tamil Nadu,2019-02-10
10930,Male,39,44,One year,Delhi,2020-09-12
10931,Female,36,21,Month-to-month,Karnataka,2020-08-06
10932,Male,51,24,Month-to-month,Karnataka,2020-12-29
10933,Male,31,32,Month-to-month,Maharashtra,2021-03-29
10934,Female,21,26,One year,Gujarat,2021-06-17
10935,Male,65,24,One year,Gujarat,2022-03-27
10936,Female,70,22,Month-to-month,Delhi,2021-03-07
10937,Male,69,26,Month-to-month,Tamil Nadu,2019-05-10
10938,Female,63,42,Two year,Tamil Nadu,2019-11-10
10939,Female,44,28,Month-to-month,Maharashtra,2021-06-24
10940,Female,46,20,Two year,Karnataka,2023-03-05
10941,Male,64,33,Two year,Maharashtra,2022-04-16
10942,Female,45,28,One year,Gujarat,2022-03-28
10943,Male,52,29,Month-to-month,West Bengal,2021-06-20
10944,Male,25,27,One year,West Bengal,2022-07-02
10945,Male,33,32,One year,West Bengal,2021-09-21
10946,Male,59,27,Month-to-month,Karnataka,2021-12-16
10947,Female,53,25,Month-to-month,Maharashtra,2020-04-14
10948,Female,47,24,Month-to-month,Delhi,2018-07-13
10949,Male,35,33,Month-to-month,Gujarat,2018-11-04
10950,Male,19,30,Month-to-month,West Bengal,2022-07-27
10951,Female,66,20,Month-to-month,Tamil Nadu,2023-04-15
10952,Male,30,27,Month-to-month,Maharashtra,2019-05-21
10953,Female,21,37,Month-to-month,Gujarat,2018-10-08
10954,Male,43,25,Month-to-month,Gujarat,2023-01-01
10955,Male,42,24,One year,Tamil Nadu,2019-11-06
10956,Female,47,27,Two year,Tamil Nadu,2022-12-19
